  M  YR    DAY   TEMP     DEW      WIND   RAD      CC     RAIN    SNOW
   4 2008   15  13.543   4.403  18.136 455.648   0.363   0.000   0.000
   4 2008   16  16.988  10.465  17.672 277.557   1.036   0.000   0.000
   4 2008   17  12.154   5.888   7.559 449.017   0.456   0.000   0.000
   4 2008   18  11.598   3.690   6.277 329.658   0.913   0.000   0.000
   4 2008   19  10.321   8.205   9.648 160.093   1.277   0.030   0.000
   4 2008   20   8.820   8.820  13.251 164.829   1.277   0.150   0.000
   4 2008   21  12.932  11.476  17.561 431.019   0.612   0.000   0.000
   4 2008   22  14.376  11.714  11.273 449.017   0.552   1.124   0.000
   4 2008   23  17.377   5.234  10.234 494.487   0.317   0.000   0.000
   4 2008   24  16.432  10.286  10.698 182.828   1.275   0.375   0.000
   4 2008   25  10.821  10.821  11.394 158.198   1.277   0.794   0.000
   4 2008   26   5.598   5.598  16.743 155.356   1.277   0.000   0.263
   4 2008   27   4.153  -0.345  14.654 481.225   0.487   0.000   0.004
   4 2008   28   5.153   1.672   7.559 225.456   1.205   0.000   0.000
   4 2008   29   8.098   0.545   8.367 492.593   0.466   0.000   0.000
   4 2008   30  12.043   2.266   7.559 523.854   0.299   0.000   0.000
   5 2008    1  10.611   1.518  15.608 450.066   0.582   0.084   0.000
   5 2008    2   9.833   3.492  19.088 180.026   1.065   0.052   0.000
   5 2008    3   9.944   2.621  15.949 551.694   0.215   0.901   0.000
   5 2008    4  12.833  -0.570   8.988 495.557   0.478   0.000   0.000
   5 2008    5  11.278   1.228   8.988 542.015   0.313   0.000   0.000
   5 2008    6  14.667   5.291   4.718 548.790   0.296   0.000   0.000
   5 2008    7  15.278   6.569  11.796 482.006   0.546   0.252   0.000
   5 2008    8  13.000   2.795   5.615 581.698   0.100   0.000   0.000
   5 2008    9  13.222   3.259   4.377 443.291   0.656   0.000   0.000
   5 2008   10  12.667   3.027   5.615 368.764   0.810   0.021   0.000
   5 2008   11   9.889   5.059  11.348 440.387   0.673   0.430   0.000
   5 2008   12  10.111   3.782   8.871 486.846   0.570   0.000   0.000
   5 2008   13  11.111   7.498  13.366 244.875   1.017   0.000   0.000
   5 2008   14  13.722   6.801   9.885 528.465   0.468   0.136   0.000
   5 2008   15  18.389   6.162   7.302 477.167   0.612   0.000   0.000
   5 2008   16  19.445  10.636  10.334 505.236   0.548   0.010   0.000
   5 2008   17  17.556   5.408  15.052 458.777   0.663   0.052   0.000
   5 2008   18  12.278   4.246  10.334 535.240   0.479   0.000   0.000
   5 2008   19  12.889   2.157   4.718 458.777   0.672   0.000   0.000
   5 2008   20  15.389   4.769  12.469 611.703   0.169   0.000   0.000
   5 2008   21  15.278   4.246   9.885 633.964   0.000   0.000   0.000
   5 2008   22  15.445   7.150   8.988 593.313   0.307   0.000   0.000
   5 2008   23  14.778   7.673  12.352 578.795   0.375   0.000   0.000
   5 2008   24  16.445   8.079  10.665 630.093   0.071   0.000   0.000
   5 2008   25  18.000  13.659   9.661 295.205   0.965   0.115   0.000
   5 2008   26  15.667  13.892   8.199 256.489   1.020   0.272   0.000
   5 2008   27  11.111   5.001   5.732 652.354   0.000   0.073   0.000
   5 2008   28  17.334   3.259   6.629 650.418   0.000   0.000   0.000
   5 2008   29  20.334   7.382   7.078 338.759   0.907   0.000   0.000
   5 2008   30  17.056  14.241   7.858 211.967   1.065   0.545   0.000
   5 2008   31  18.945  13.310  10.441 498.460   0.631   0.010   0.000
   6 2008    1  20.935  11.223   6.668 546.985   0.500   0.000   0.000
   6 2008    2  18.491   9.385   5.297 471.440   0.676   0.129   0.000
   6 2008    3  14.935   6.801  10.986 503.953   0.610   0.000   0.000
   6 2008    4  13.323   4.849   8.337 212.291   1.058   0.010   0.000
   6 2008    5  14.768  12.257   6.574 346.169   0.894   0.099   0.000
   6 2008    6  16.435  14.326  18.642 574.716   0.439   2.101   0.000
   6 2008    7  22.658  14.728  13.047 574.716   0.443   0.099   0.000
   6 2008    8  21.713  12.142   5.297 556.547   0.497   0.000   0.000
   6 2008    9  19.380  14.383   7.162 421.714   0.778   0.327   0.000
   6 2008   10  14.824  11.223   6.668 316.524   0.940   0.020   0.000
   6 2008   11  11.823   9.844  11.182 266.798   1.008   0.149   0.000
   6 2008   12  16.435  13.406  11.378 462.833   0.709   0.000   0.000
   6 2008   13  18.046  13.176  12.067 462.833   0.710   0.030   0.000
   6 2008   14  19.768  12.372  10.006 423.626   0.779   0.000   0.000
   6 2008   15  20.157  12.487  10.304 503.953   0.630   0.000   0.000
   6 2008   16  17.046  10.074   9.615 355.731   0.887   0.000   0.000
   6 2008   17  19.268  10.189   7.460 617.748   0.318   0.000   0.000
   6 2008   18  20.824   7.547   6.770 688.512   0.000   0.000   0.000
   6 2008   19  19.324  11.740   2.649 515.428   0.608   0.020   0.000
   6 2008   20  23.547  15.130   5.885 617.748   0.320   0.020   0.000
   6 2008   21  21.713  13.406   7.554 567.066   0.485   0.079   0.000
   6 2008   22  20.268  14.038   7.554 408.326   0.807   0.010   0.000
   6 2008   23  21.602  13.693   2.350 588.104   0.425   0.000   0.000
   6 2008   24  25.158  15.130   7.852 594.798   0.403   0.000   0.000
   6 2008   25  27.325  18.867   9.512 512.559   0.614   0.000   0.000
   6 2008   26  27.047  17.487   6.183 635.918   0.232   0.000   0.000
   6 2008   27  22.213  18.005   3.824 415.020   0.794   0.704   0.000
   6 2008   28  20.546  16.165  10.006 560.372   0.499   0.139   0.000
   6 2008   29  22.046  14.498  11.676 634.005   0.234   0.020   0.000
   6 2008   30  22.935  12.199   5.987 678.950   0.000   0.000   0.000
   7 2008    1  25.433  15.159   8.802 684.881   0.000   0.000   0.000
   7 2008    2  24.266  15.159  10.193 599.391   0.386   0.000   0.000
   7 2008    3  18.766  10.545   4.079 668.552   0.000   0.000   0.000
   7 2008    4  20.933  11.741   5.101 620.523   0.296   0.000   0.000
   7 2008    5  23.822  15.843   5.841 629.169   0.250   0.000   0.000
   7 2008    6  27.933  17.666  10.934 652.222   0.000   0.044   0.000
   7 2008    7  21.488  14.760   8.061 632.050   0.220   0.000   0.000
   7 2008    8  19.210  13.279   9.453 608.997   0.326   0.000   0.000
   7 2008    9  21.155  12.652   8.713 610.918   0.312   0.000   0.000
   7 2008   10  20.822  16.242   5.286 489.887   0.647   0.009   0.000
   7 2008   11  16.599  13.849  11.030 595.549   0.362   0.035   0.000
   7 2008   12  21.155  13.507  11.955 595.549   0.357   0.917   0.000
   7 2008   13  19.433  11.798  14.087 391.910   0.821   0.035   0.000
   7 2008   14  20.988  12.197   5.101 627.247   0.181   0.017   0.000
   7 2008   15  24.655  16.185   7.603 688.723   0.000   0.550   0.000
   7 2008   16  22.988  16.755   5.101 537.915   0.516   0.000   0.000
   7 2008   17  18.044  15.786   5.004 320.828   0.925   0.105   0.000
   7 2008   18  21.377  16.128   5.286 604.194   0.273   0.743   0.000
   7 2008   19  20.599  16.185   5.286 512.940   0.566   0.000   0.000
   7 2008   20  19.821  16.641   4.916 517.743   0.549   0.306   0.000
   7 2008   21  19.433  16.812   3.894 350.605   0.872   0.315   0.000
   7 2008   22  20.933  14.361   5.471 675.276   0.000   0.000   0.000
   7 2008   23  19.710  11.399   4.353 691.605   0.000   0.000   0.000
   7 2008   24  20.322  14.304   6.114 334.276   0.891   0.297   0.000
   7 2008   25  24.711  19.718   7.136 533.112   0.479   0.253   0.000
   7 2008   26  23.433  14.191   9.172 663.749   0.000   0.000   0.000
   7 2008   27  24.266  15.102   7.321 677.197   0.000   0.000   0.000
   7 2008   28  22.877  16.641   4.449 675.276   0.000   0.000   0.000
   7 2008   29  23.877  17.552   9.453 554.245   0.375   0.376   0.000
   7 2008   30  23.988  17.210   8.158 556.166   0.357   0.000   0.000
   7 2008   31  22.933  18.065   2.784 607.076   0.000   0.000   0.000
   8 2008    1  25.632  17.970   6.137 664.404   0.000   0.000   0.000
   8 2008    2  24.466  15.491   3.839 681.212   0.000   0.000   0.000
   8 2008    3  23.410  18.200   6.812 565.534   0.292   0.000   0.000
   8 2008    4  26.355  20.911   3.164 624.856   0.000   0.130   0.000
   8 2008    5  25.743  18.027   7.095 608.048   0.000   0.000   0.000
   8 2008    6  23.799  16.932   5.854 560.591   0.273   0.174   0.000
   8 2008    7  22.854  16.182   5.471 628.811   0.000   0.017   0.000
   8 2008    8  23.632  15.145   4.122 610.026   0.000   0.000   0.000
   8 2008    9  22.799  16.067   7.386 643.641   0.000   0.000   0.000
   8 2008   10  19.521  13.013   3.739 681.212   0.000   0.000   0.000
   8 2008   11  20.965  15.260   4.605 626.833   0.000   0.000   0.000
   8 2008   12  21.132  17.335   7.095 254.095   0.853   0.069   0.000
   8 2008   13  23.521  20.853   4.605 434.038   0.556   0.000   0.000
   8 2008   14  23.299  17.681   8.727 606.071   0.000   0.252   0.000
   8 2008   15  22.021  13.013   4.030 664.404   0.000   0.000   0.000
   8 2008   16  25.077  17.624   6.812 594.206   0.000   0.078   0.000
   8 2008   17  27.466  19.757   8.252 643.641   0.000   0.000   0.000
   8 2008   18  26.521  19.296   9.885 499.292   0.341   0.000   0.000
   8 2008   19  20.132  14.914  11.225 610.026   0.000   0.000   0.000
   8 2008   20  22.521  18.777   6.812 509.179   0.270   0.000   0.000
   8 2008   21  26.299  21.315   7.961 624.856   0.000   0.000   0.000
   8 2008   22  27.021  22.123  11.225 287.711   0.774   0.009   0.000
   8 2008   23  22.188  15.664  12.949 376.693   0.609   0.078   0.000
   8 2008   24  19.465  11.400   6.429 621.890   0.000   0.000   0.000
   8 2008   25  19.187  11.054   2.781 631.777   0.000   0.000   0.000
   8 2008   26  20.132  13.474   6.620 624.856   0.000   0.009   0.000
   8 2008   27  21.688  17.163   7.295 325.281   0.687   0.000   0.000
   8 2008   28  21.743  17.624   5.854 497.314   0.127   1.545   0.000
   8 2008   29  20.910  14.280   6.329 575.421   0.000   0.182   0.000
   8 2008   30  22.910  13.474   5.280 594.206   0.000   0.000   0.000
   8 2008   31  26.355  17.393  10.459 598.161   0.000   0.000   0.000
   9 2008    1  27.683  19.490  12.445 578.274   0.000   0.000   0.000
   9 2008    2  26.739  22.357  12.139 170.313   0.970   0.379   0.000
   9 2008    3  17.071  10.666   9.230 450.539   0.279   0.000   0.000
   9 2008    4  15.905  10.037   4.980 445.588   0.281   0.000   0.000
   9 2008    5  14.849  11.010   3.737 295.078   0.731   0.024   0.000
   9 2008    6  17.627  12.786   2.909 330.725   0.643   0.024   0.000
   9 2008    7  15.849  11.812   5.808 318.843   0.663   0.047   0.000
   9 2008    8  13.404   9.178   6.745 330.725   0.624   0.016   0.000
   9 2008    9  14.127   7.517   5.295 542.627   0.000   0.000   0.000
   9 2008   10  17.349   9.464   8.510 300.029   0.683   0.000   0.000
   9 2008   11  18.683  13.874   7.366 184.176   0.917   0.008   0.000
   9 2008   12  18.849  14.905   5.187 238.637   0.807   0.545   0.000
   9 2008   13  17.738  14.390   3.836 238.637   0.800   0.000   0.000
   9 2008   14  16.127  13.702   6.637 165.363   0.941   0.095   0.000
   9 2008   15  13.404   8.949   5.709 441.627   0.000   0.040   0.000
   9 2008   16  19.461  11.755  10.788 535.695   0.000   0.000   0.000
   9 2008   17  18.683  11.296   4.773 530.744   0.000   0.000   0.000
   9 2008   18  18.183  12.556   7.672 509.950   0.000   0.000   0.000
   9 2008   19  23.516  16.968  12.859 457.470   0.000   0.000   0.000
   9 2008   20  18.072  12.671   8.717 410.931   0.000   0.000   0.000
   9 2008   21  15.182  11.468  10.482 356.470   0.327   0.000   0.000
   9 2008   22  18.683  15.249   8.924 354.490   0.311   0.000   0.000
   9 2008   23  21.738  18.344  10.374 162.392   0.908   0.024   0.000
   9 2008   24  19.016  13.015  11.202 504.999   0.000   0.735   0.000
   9 2008   25  16.849  11.125   5.187 370.333   0.000   0.000   0.000
   9 2008   26  22.905  16.395  10.266 465.392   0.000   0.000   0.000
   9 2008   27  18.683  15.937   6.745 193.088   0.815   0.901   0.000
   9 2008   28  14.460  10.838   6.331 365.382   0.000   0.000   0.000
   9 2008   29  15.849  11.697   7.672 323.794   0.298   0.000   0.000
   9 2008   30  12.738   7.975  13.904 189.127   0.804   0.000   0.000
  10 2008    1  11.152   6.832  11.018 315.909   0.277   0.000   0.000
  10 2008    2  12.264   7.513   9.859 270.779   0.523   0.000   0.000
  10 2008    3   7.985   0.822   5.801 461.110   0.000   0.000   0.000
  10 2008    4   8.263   1.502   3.253 444.431   0.000   0.000   0.000
  10 2008    5  10.486   6.606  11.249 380.661   0.000   0.000   0.000
  10 2008    6  12.430  10.803  15.197 147.163   0.911   0.579   0.000
  10 2008    7  14.097  12.278  11.723 133.427   0.943   0.010   0.000
  10 2008    8  12.708   8.591   8.822 383.604   0.000   0.810   0.000
  10 2008    9  12.375   3.146  15.892 415.980   0.000   0.000   0.000
  10 2008   10   8.597   5.131   4.753 170.709   0.806   0.396   0.000
  10 2008   11  12.319   8.761  12.760 324.739   0.000   0.019   0.000
  10 2008   12  15.153  13.697  10.786 226.630   0.547   0.039   0.000
  10 2008   13  17.986  15.910  11.481 126.560   0.926   0.019   0.000
  10 2008   14   9.041   2.976  10.786 395.377   0.000   0.145   0.000
  10 2008   15  10.541   4.451  13.686 172.671   0.745   0.000   0.000
  10 2008   16   8.319   2.183   7.312 240.366   0.352   0.000   0.000
  10 2008   17   9.319   3.373   2.085 180.520   0.686   0.000   0.000
  10 2008   18   8.597   3.713   7.654 299.231   0.000   0.000   0.000
  10 2008   19  11.875   6.832  11.602 142.257   0.822   0.000   0.000
  10 2008   20   9.041   3.543   8.822 346.323   0.000   0.000   0.000
  10 2008   21   5.708   0.822   7.654 327.682   0.000   0.000   0.000
  10 2008   22   6.596   1.842  10.907 278.628   0.000   0.000   0.000
  10 2008   23   8.430   2.863   9.285 348.285   0.000   0.010   0.000
  10 2008   24   8.763   6.379   4.522 114.787   0.884   0.164   0.000
  10 2008   25   9.208   5.528  11.249 240.366   0.000   0.569   0.000
  10 2008   26   7.874   2.806  14.381 128.522   0.807   0.010   0.000
  10 2008   27   3.374  -2.409  15.892 154.030   0.666   0.000   0.007
  10 2008   28   2.818  -5.978   8.822 287.458   0.000   0.000   0.000
  10 2008   29   5.096  -5.582   5.217 315.909   0.000   0.000   0.000
  10 2008   30  11.708   0.652  14.734 282.552   0.000   0.000   0.000
  10 2008   31  12.319   1.899   9.749 306.098   0.000   0.000   0.000
  11 2008    1   7.350   0.817   5.986 311.132   0.000   0.000   0.000
  11 2008    2   9.072   5.108   9.967 127.696   0.703   0.000   0.000
  11 2008    3   8.461   8.198   9.855 282.755   0.000   0.000   0.000
  11 2008    4  15.684  11.061   9.620 282.755   0.000   0.010   0.000
  11 2008    5  16.406  12.493   9.620 113.507   0.741   0.202   0.000
  11 2008    6  14.017  13.524  13.255 108.440   0.757   0.289   0.000
  11 2008    7   8.905   7.225   4.693  89.184   0.841   0.222   0.000
  11 2008    8   3.849   1.961  15.016  94.252   0.809   0.000   0.088
  11 2008    9  -1.484  -6.501  15.953 146.951   0.465   0.000   0.000
  11 2008   10  -1.429  -5.701   9.732 229.042   0.000   0.000   0.000
  11 2008   11  -1.818  -5.587   3.757 246.270   0.000   0.000   0.000
  11 2008   12   3.294   1.846   8.093  87.157   0.812   0.000   0.007
  11 2008   13   4.683   3.849  11.962  84.117   0.820   0.077   0.000
  11 2008   14   4.572   1.732  11.371  82.090   0.823   0.000   0.015
  11 2008   15   1.294  -2.557  12.318  82.090   0.815   0.000   0.000
  11 2008   16  -1.818  -6.044   7.859  92.225   0.748   0.000   0.000
  11 2008   17  -2.373  -6.272   9.498 120.602   0.531   0.000   0.000
  11 2008   18  -4.929 -10.386   7.269 212.826   0.000   0.000   0.000
  11 2008   19   0.182  -5.301  12.552  77.023   0.813   0.000   0.000
  11 2008   20  -4.762 -10.272  14.660 209.786   0.000   0.000   0.000
  11 2008   21  -8.874 -13.584   8.205 219.920   0.000   0.000   0.000
  11 2008   22  -6.040  -9.415   6.923 157.086   0.000   0.000   0.000
  11 2008   23   0.293  -1.757   9.030  72.969   0.808   0.000   0.000
  11 2008   24  -0.540  -2.386   8.918 123.642   0.338   0.000   0.004
  11 2008   25  -4.485  -7.358   6.800 190.530   0.000   0.000   0.000
  11 2008   26  -2.873  -6.558   5.630 202.692   0.000   0.000   0.000
  11 2008   27  -1.484  -3.357   9.498  64.861   0.833   0.000   0.007
  11 2008   28   0.182  -3.529  11.962 123.642   0.189   0.000   0.000
  11 2008   29  -5.096  -6.672   3.869  84.117   0.677   0.000   0.010
  11 2008   30  -4.207  -5.872   7.625  64.861   0.815   0.000   0.000
  12 2008    1  -4.625 -10.655  11.635 178.396   0.000   0.000   0.000
  12 2008    2  -2.958  -8.377  11.007 140.524   0.000   0.000   0.000
  12 2008    3  -3.347 -10.939  11.526 173.413   0.000   0.000   0.000
  12 2008    4  -7.737 -14.297   9.324 130.558   0.000   0.000   0.000
  12 2008    5  -8.959 -14.240  10.270 104.646   0.346   0.000   0.010
  12 2008    6  -6.237 -12.533  11.007 152.484   0.000   0.000   0.045
  12 2008    7 -13.570 -18.905   6.077 104.646   0.303   0.000   0.000
  12 2008    8  -7.070 -11.110   3.666  54.814   0.848   0.000   0.037
  12 2008    9  -7.292 -13.159   9.434 154.477   0.000   0.000   0.007
  12 2008   10  -9.737 -16.004   6.604  56.808   0.825   0.000   0.000
  12 2008   11  -8.681 -14.297  12.890 130.558   0.000   0.000   0.050
  12 2008   12 -15.960 -20.782   6.604  71.757   0.687   0.000   0.000
  12 2008   13  -4.236  -7.751   6.395  51.825   0.855   0.000   0.020
  12 2008   14  -0.736  -4.106  16.456  44.848   0.906   0.000   0.059
  12 2008   15 -16.515 -22.999  16.138 152.484   0.000   0.000   0.124
  12 2008   16 -21.182 -27.319   8.178 132.551   0.000   0.000   0.000
  12 2008   17 -13.682 -19.531   8.178 147.501   0.000   0.000   0.037
  12 2008   18 -14.904 -20.213   3.148 142.518   0.000   0.000   0.000
  12 2008   19  -6.014 -10.484  11.107  40.862   0.929   0.000   0.074
  12 2008   20  -4.903  -9.003   9.015  94.680   0.350   0.000   0.069
  12 2008   21 -11.737 -16.971  12.890  94.680   0.348   0.000   0.059
  12 2008   22 -17.737 -23.568   9.952 140.524   0.000   0.000   0.000
  12 2008   23 -11.126 -16.516   7.023 125.575   0.000   0.000   0.020
  12 2008   24 -11.070 -15.321   5.767 125.575   0.000   0.000   0.059
  12 2008   25 -12.681 -17.768   7.541 135.541   0.000   0.000   0.000
  12 2008   26  -0.792  -5.473  10.270  42.855   0.915   0.000   0.000
  12 2008   27   4.320   1.764  10.270  42.855   0.916   0.000   0.012
  12 2008   28  -5.570 -10.199  10.270 130.558   0.000   0.000   0.000
  12 2008   29  -3.736 -10.085  12.363 130.558   0.000   0.000   0.005
  12 2008   30 -10.404 -17.085   8.178  80.727   0.579   0.000   0.000
  12 2008   31 -16.015 -23.227   8.597  80.727   0.963   0.000   0.000
   1 2009    1  -2.272  -7.135  13.879  40.261   1.119   0.000   0.000
   1 2009    2  -7.367 -12.827   9.515  99.358   0.631   0.000   0.000
   1 2009    3   0.483  -2.172  18.351  37.221   1.095   0.000   0.125
   1 2009    4  -7.573 -12.655  15.624 102.427   0.381   0.000   0.019
   1 2009    5 -10.768 -15.670   7.090 103.281   0.024   0.000   0.000
   1 2009    6  -2.156  -5.648   7.069  50.697   0.655   0.000   0.000
   1 2009    7  -2.528  -5.845  11.487  54.264   0.988   0.000   0.000
   1 2009    8  -9.379 -14.092   9.375  97.021   0.321   0.000   0.000
   1 2009    9  -8.823 -14.311   4.827  86.979   0.512   0.000   0.000
   1 2009   10  -6.995 -12.578   7.047 102.952   0.274   0.000   0.000
   1 2009   11  -4.589  -9.460   7.273  85.703   0.643   0.000   0.013
   1 2009   12  -7.873 -12.851   8.674  49.027   0.571   0.000   0.000
   1 2009   13 -17.390 -24.337   6.681 112.656   0.083   0.000   0.000
   1 2009   14 -16.857 -23.816  13.168 114.139   0.083   0.000   0.000
   1 2009   15 -17.090 -24.260  13.825 115.697   0.024   0.000   0.000
   1 2009   16 -13.084 -20.139   9.450 115.725   0.345   0.000   0.000
   1 2009   17  -6.739 -10.897   9.687  61.039   0.726   0.000   0.013
   1 2009   18  -5.328  -9.139   7.898  48.342   0.571   0.000   0.000
   1 2009   19  -3.639  -7.403   7.360  50.585   0.893   0.000   0.006
   1 2009   20  -3.039  -6.987   8.448 102.258   0.393   0.000   0.000
   1 2009   21  -0.050  -2.595   6.692  53.419   0.738   0.000   0.000
   1 2009   22   1.989   0.336   6.325  44.982   1.047   0.000   0.000
   1 2009   23  -6.206 -11.640  16.874 116.354   0.548   0.000   0.000
   1 2009   24 -13.618 -20.856  15.808 132.796   0.000   0.000   0.000
   1 2009   25 -14.473 -21.596  10.926 135.039   0.000   0.000   0.000
   1 2009   26 -13.823 -20.785  10.517 137.348   0.000   0.000   0.000
   1 2009   27 -10.768 -19.103   9.094 139.722   0.000   0.000   0.000
   1 2009   28  -6.623 -10.529  10.043 120.371   0.655   0.000   0.000
   1 2009   29  -5.817 -11.070  12.478  89.588   0.702   0.000   0.000
   1 2009   30  -9.217 -14.388   9.213 118.944   0.643   0.000   0.000
   1 2009   31   4.928   1.403  15.765 132.299   0.774   0.025   0.000
   2 2009    1   5.096  -1.110  21.223 101.064   0.618   0.000   0.000
   2 2009    2  -7.038 -12.324  15.799  94.415   0.745   0.000   0.000
   2 2009    3  -9.933 -15.479   9.250 151.976   0.189   0.000   0.000
   2 2009    4  -8.333 -15.157   7.409 156.368   0.101   0.000   0.000
   2 2009    5  -0.599  -6.722   6.538 161.128   0.000   0.000   0.000
   2 2009    6   4.096   0.711   9.008 139.330   0.429   0.000   0.000
   2 2009    7   6.346   3.205  10.518  84.108   0.808   0.000   0.000
   2 2009    8   4.329  -0.241  10.628 169.683   0.151   0.000   0.000
   2 2009    9   7.685   5.880  16.350  60.853   0.972   0.101   0.000
   2 2009   10  10.813  10.637  20.242  62.017   1.110   0.642   0.000
   2 2009   11   9.007   8.882  10.187  76.570   1.161   0.000   0.003
   2 2009   12   5.740   2.605  14.652  74.846   1.136   0.000   0.000
   2 2009   13   1.712  -1.708   7.629 115.149   0.934   0.000   0.000
   2 2009   14  -3.149  -7.642   8.092 120.302   0.909   0.000   0.000
   2 2009   15  -4.349 -10.629   5.744 194.158   0.189   0.000   0.000
   2 2009   16   3.101  -2.361   9.845  91.068   1.136   0.000   0.000
   2 2009   17   4.540   2.108  10.529 164.300   0.984   0.000   0.013
   2 2009   18  -4.560  -9.560  15.579 184.704   0.593   0.000   0.013
   2 2009   19  -6.850 -13.839  10.672 209.637   0.000   0.000   0.000
   2 2009   20  -3.705 -11.351   3.407 190.976   0.593   0.000   0.013
   2 2009   21  -1.599  -6.722   9.713 154.892   0.745   0.000   0.029
   2 2009   22  -4.538 -10.235   9.096 187.886   0.429   0.000   0.000
   2 2009   23  -4.905 -10.259   7.255 207.803   0.101   0.000   0.000
   2 2009   24   2.640  -2.636   8.776 218.633   0.202   0.000   0.000
   2 2009   25   4.424   0.610  10.761 148.198   0.707   0.000   0.013
   2 2009   26  -3.288  -6.297  11.764 221.448   0.404   0.000   0.160
   2 2009   27 -10.950 -16.421   7.442 241.549   0.000   0.000   0.000
   2 2009   28  -7.361 -14.859  11.488 245.832   0.000   0.000   0.000
   3 2009    1 -12.440 -18.098   3.388 258.219   0.022   0.000   0.000
   3 2009    2 -10.957 -16.407   4.818 262.974   0.000   0.000   0.000
   3 2009    3  -5.195 -10.177   6.890 197.965   0.494   0.000   0.000
   3 2009    4   0.522  -4.254   7.846 257.015   0.220   0.000   0.000
   3 2009    5   4.828   1.746   5.406 155.248   0.670   0.000   0.000
   3 2009    6   6.217   3.836  11.524 216.051   0.626   0.012   0.025
   3 2009    7  -0.034  -5.786   6.626 268.441   0.242   0.000   0.000
   3 2009    8  -2.023  -4.184  10.312 194.014   0.692   0.000   0.000
   3 2009    9   1.150  -1.438   5.441 238.740   0.802   0.000   0.000
   3 2009   10  -0.612  -2.698  11.480 159.606   0.791   0.000   0.124
   3 2009   11 -13.624 -18.824  15.429 282.149   0.373   0.000   0.000
   3 2009   12 -13.157 -20.085   8.601 309.917   0.000   0.000   0.000
   3 2009   13  -1.701  -8.261  12.787 309.699   0.165   0.000   0.000
   3 2009   14   6.867   0.218  11.155 319.221   0.176   0.000   0.000
   3 2009   15   8.300   4.396   8.540 321.741   0.033   0.000   0.000
   3 2009   16  10.756   6.586   6.082 327.804   0.077   0.000   0.000
   3 2009   17   9.828   2.814   9.505 290.790   0.296   0.000   0.000
   3 2009   18   3.628  -2.773  13.858 333.327   0.077   0.000   0.000
   3 2009   19  -2.623  -9.135   4.397 344.487   0.000   0.000   0.000
   3 2009   20   0.733  -0.733   7.179 122.307   0.791   0.000   0.056
   3 2009   21   5.711   5.272   6.214 124.041   0.845   0.000   0.000
   3 2009   22   3.994   2.406  18.940 213.189   0.725   0.000   0.000
   3 2009   23   4.994   4.994  17.702 127.508   1.054   1.306   0.000
   3 2009   24   6.406   6.406  15.640 152.936   0.856   0.623   0.000
   3 2009   25   3.855   3.375  13.024 130.966   1.043   0.024   0.006
   3 2009   26  -2.001  -5.320   9.654 147.166   0.889   0.000   0.000
   3 2009   27  -1.606  -5.442   6.179 135.154   0.944   0.000   0.000
   3 2009   28  -1.395  -3.648   6.407 136.925   1.021   0.000   0.000
   3 2009   29   1.866  -5.349   6.258 386.333   0.220   0.000   0.000
   3 2009   30   2.561  -5.495   9.795 331.565   0.527   0.000   0.000
   3 2009   31   2.839   2.137  18.791 141.274   1.010   0.000   0.124
   4 2009    1   5.859   5.859  10.375 143.003   1.171   0.000   0.008
   4 2009    2   5.698   2.283   9.709 150.980   1.264   0.000   0.000
   4 2009    3   6.226   3.322   6.651 152.647   1.118   0.000   0.000
   4 2009    4   6.737   2.699   6.641 182.060   1.025   0.000   0.000
   4 2009    5   5.626  -0.712   9.588 374.996   0.585   0.000   0.000
   4 2009    6   5.003  -3.350  13.494 419.433   0.160   0.000   0.000
   4 2009    7   7.154  -5.305  10.779 431.483   0.200   0.000   0.000
   4 2009    8   8.543  -0.214  10.486 432.857   0.213   0.000   0.000
   4 2009    9   7.570   0.895   8.074 420.873   0.160   0.000   0.000
   4 2009   10   7.176  -1.252   5.783 452.475   0.000   0.000   0.000
   4 2009   11   7.965  -0.932   5.420 457.202   0.000   0.000   0.000
   4 2009   12   9.559   1.987   8.932 461.891   0.000   0.000   0.000
   4 2009   13   9.676   0.770   9.558 423.980   0.479   0.000   0.000
   4 2009   14  10.048  -1.525   9.134 458.263   0.399   0.000   0.000
   4 2009   15  12.571  -2.390   8.982 475.712   0.000   0.000   0.000
   4 2009   16  14.910   1.269   7.458 475.703   0.027   0.000   0.000
   4 2009   17  21.255  10.970   9.759 424.388   0.585   0.000   0.000
   4 2009   18  11.021  10.179  11.203 186.304   1.144   0.000   0.000
   4 2009   19   6.576   6.576   7.993 172.739   1.277   0.000   0.019
   4 2009   20   7.781   5.668  12.515 174.255   1.184   0.000   0.000
   4 2009   21  12.154   3.619  16.400 432.667   0.652   0.000   0.000
   4 2009   22  10.926   3.144   9.850 488.444   0.253   0.000   0.000
   4 2009   23  16.065   8.419  13.322 507.352   0.306   0.000   0.000
   4 2009   24  15.765  12.630  11.445 363.931   0.878   0.060   0.000
   4 2009   25  10.232   3.494   9.517 436.437   0.692   0.000   0.000
   4 2009   26   7.109   7.005  17.238 244.364   0.812   0.300   0.000
   4 2009   27  10.165   8.045  10.294 274.081   0.905   0.135   0.000
   4 2009   28  10.882   6.262   9.759 507.911   0.120   0.000   0.000
   4 2009   29  10.115   7.331  11.909 295.101   0.798   0.465   0.000
   4 2009   30  13.199  12.708  14.079 404.371   0.652   0.045   0.000
